shipment_id,order_id,sku,supplier_id,shipment_date,expected_delivery_date,actual_delivery_date,shipment_status,carrier,quantity_shipped,shipping_cost,delay_reason,delivery_delay_days,is_delivered,is_delayed,is_lost,is_in_transit,delivered_on_time_flag
SHP-912873,ORD-503742,SKU-10418,SUP-229,2024-01-05,2024-01-10,2024-01-12,Delayed,USPS,13,8.67,Customs Hold,2.0,False,True,False,False,False
SHP-912874,ORD-506356,SKU-10008,SUP-227,2024-01-10,2024-01-20,2024-01-23,Delayed,UPS,15,10.43,Carrier Backlog,3.0,False,True,False,False,False
SHP-912875,ORD-510663,SKU-10449,SUP-203,2024-01-14,2024-01-19,2024-01-19,Delivered,FreightCo,14,9.71,,0.0,True,False,False,False,True
SHP-912876,ORD-517011,SKU-10135,SUP-208,2024-01-21,2024-01-29,2024-01-31,Delivered,FreightCo,3,5.34,,2.0,True,True,False,False,False
SHP-912877,ORD-509025,SKU-10262,SUP-212,2024-01-13,2024-01-17,2024-01-17,Delivered,FedEx,15,8.27,,0.0,True,False,False,False,True
SHP-912878,ORD-507862,SKU-10429,SUP-210,2024-01-08,2024-01-16,2024-01-20,Delayed,DHL,11,5.73,Weather Delay,4.0,False,True,False,False,False
SHP-912879,ORD-504787,SKU-10232,SUP-215,2024-01-05,2024-01-15,2024-01-16,Delivered,UPS,40,7.09,,1.0,True,True,False,False,False
SHP-912880,ORD-507087,SKU-10121,SUP-234,2024-01-11,2024-01-17,2024-01-19,Delivered,USPS,10,7.41,,2.0,True,True,False,False,False
SHP-912881,ORD-509899,SKU-10214,SUP-215,2024-01-11,2024-01-20,2024-01-22,Delivered,UPS,5,6.17,,2.0,True,True,False,False,False
SHP-912882,ORD-500254,SKU-10124,SUP-205,2024-01-02,2024-01-11,2024-01-10,Delivered,UPS,20,6.62,,-1.0,True,False,False,False,True
SHP-912883,ORD-525303,SKU-10166,SUP-232,2024-01-26,2024-02-01,2024-01-31,Delivered,UPS,43,14.84,,-1.0,True,False,False,False,True
SHP-912884,ORD-515395,SKU-10033,SUP-225,2024-01-18,2024-01-25,2024-01-25,Delivered,USPS,35,16.79,,0.0,True,False,False,False,True
SHP-912885,ORD-521894,SKU-10084,SUP-234,2024-01-24,2024-02-03,2024-02-05,Delivered,USPS,14,10.32,,2.0,True,True,False,False,False
SHP-912886,ORD-504474,SKU-10499,SUP-231,2024-01-08,2024-01-17,2024-01-16,Delivered,FedEx,19,8.34,,-1.0,True,False,False,False,True
SHP-912887,ORD-527761,SKU-10309,SUP-244,2024-01-30,2024-02-05,2024-02-06,Delivered,FedEx,16,7.53,,1.0,True,True,False,False,False
SHP-912888,ORD-510611,SKU-10140,SUP-236,2024-01-13,2024-01-23,2024-01-22,Delivered,DHL,39,8.48,,-1.0,True,False,False,False,True
SHP-912889,ORD-517735,SKU-10096,SUP-204,2024-01-18,2024-01-27,2024-01-28,Delivered,FreightCo,37,17.15,,1.0,True,True,False,False,False
SHP-912890,ORD-515004,SKU-10026,SUP-238,2024-01-16,2024-01-22,2024-01-21,Delivered,DHL,39,14.35,,-1.0,True,False,False,False,True
SHP-912891,ORD-512279,SKU-10103,SUP-222,2024-01-14,2024-01-20,2024-01-21,Delivered,USPS,21,9.3,,1.0,True,True,False,False,False
SHP-912892,ORD-523462,SKU-10328,SUP-213,2024-01-26,2024-01-31,2024-02-01,Delivered,FreightCo,2,5.41,,1.0,True,True,False,False,False
SHP-912893,ORD-522894,SKU-10328,SUP-236,2024-01-26,2024-01-30,2024-02-05,Delayed,USPS,10,7.78,Customs Hold,6.0,False,True,False,False,False
SHP-912894,ORD-513958,SKU-10491,SUP-229,2024-01-17,2024-01-25,2024-01-24,Delivered,UPS,39,18.76,,-1.0,True,False,False,False,True
SHP-912895,ORD-513823,SKU-10047,SUP-242,2024-01-14,2024-01-17,2024-01-16,Delivered,DHL,30,8.94,,-1.0,True,False,False,False,True
SHP-912896,ORD-508766,SKU-10414,SUP-225,2024-01-10,2024-01-20,,In-Transit,USPS,29,8.77,,,False,False,False,True,False
SHP-912897,ORD-500933,SKU-10459,SUP-227,2024-01-04,2024-01-11,,In-Transit,FedEx,23,7.51,,,False,False,False,True,False
SHP-912898,ORD-529371,SKU-10099,SUP-242,2024-02-01,2024-02-07,,Lost,USPS,27,8.67,Inventory Shortage,,False,False,True,False,False
SHP-912899,ORD-512503,SKU-10389,SUP-222,2024-01-16,2024-01-23,2024-01-24,Delivered,USPS,14,6.2,,1.0,True,True,False,False,False
SHP-912900,ORD-514612,SKU-10133,SUP-227,2024-01-18,2024-01-23,2024-01-24,Delivered,UPS,44,21.77,,1.0,True,True,False,False,False
SHP-912901,ORD-525128,SKU-10445,SUP-229,2024-01-29,2024-02-01,2024-02-01,Delivered,FedEx,6,6.29,,0.0,True,False,False,False,True
SHP-912902,ORD-511687,SKU-10238,SUP-220,2024-01-13,2024-01-22,,In-Transit,FreightCo,16,9.17,,,False,False,False,True,False
SHP-912903,ORD-516000,SKU-10383,SUP-202,2024-01-18,2024-01-22,2024-01-21,Delivered,USPS,33,11.8,,-1.0,True,False,False,False,True
SHP-912904,ORD-513103,SKU-10059,SUP-239,2024-01-17,2024-01-22,2024-01-23,Delivered,UPS,41,16.56,,1.0,True,True,False,False,False
SHP-912905,ORD-516003,SKU-10004,SUP-249,2024-01-17,2024-01-22,2024-01-26,Delayed,FedEx,10,8.96,Address Issue,4.0,False,True,False,False,False
SHP-912906,ORD-510201,SKU-10363,SUP-216,2024-01-13,2024-01-22,2024-01-24,Delayed,DHL,34,11.15,Inventory Shortage,2.0,False,True,False,False,False
SHP-912907,ORD-520514,SKU-10032,SUP-240,2024-01-22,2024-01-27,2024-01-29,Delivered,FedEx,46,17.43,,2.0,True,True,False,False,False
SHP-912908,ORD-516808,SKU-10303,SUP-237,2024-01-17,2024-01-27,2024-01-27,Delivered,USPS,22,10.24,,0.0,True,False,False,False,True
SHP-912909,ORD-505642,SKU-10136,SUP-218,2024-01-07,2024-01-11,2024-01-12,Delivered,USPS,8,7.54,,1.0,True,True,False,False,False
SHP-912910,ORD-519325,SKU-10156,SUP-223,2024-01-20,2024-01-29,2024-02-04,Delayed,USPS,36,13.58,Address Issue,6.0,False,True,False,False,False
SHP-912911,ORD-526184,SKU-10117,SUP-229,2024-01-28,2024-01-31,2024-02-02,Delivered,FreightCo,48,11.17,,2.0,True,True,False,False,False
SHP-912912,ORD-511066,SKU-10154,SUP-236,2024-01-15,2024-01-25,2024-01-24,Delivered,USPS,42,8.47,,-1.0,True,False,False,False,True
SHP-912913,ORD-508262,SKU-10054,SUP-203,2024-01-10,2024-01-15,2024-01-16,Delivered,UPS,41,17.18,,1.0,True,True,False,False,False
SHP-912914,ORD-501037,SKU-10004,SUP-208,2024-01-02,2024-01-11,2024-01-11,Delivered,FreightCo,29,13.64,,0.0,True,False,False,False,True
SHP-912915,ORD-528291,SKU-10480,SUP-204,2024-01-30,2024-02-07,2024-02-09,Delivered,UPS,32,7.15,,2.0,True,True,False,False,False
SHP-912916,ORD-528757,SKU-10204,SUP-243,2024-01-29,2024-02-08,2024-02-12,Delayed,DHL,49,19.39,Inventory Shortage,4.0,False,True,False,False,False
SHP-912917,ORD-504848,SKU-10405,SUP-246,2024-01-08,2024-01-14,2024-01-15,Delivered,FedEx,6,6.25,,1.0,True,True,False,False,False
SHP-912918,ORD-505996,SKU-10251,SUP-200,2024-01-08,2024-01-16,2024-01-18,Delivered,FreightCo,21,12.16,,2.0,True,True,False,False,False
SHP-912919,ORD-515132,SKU-10402,SUP-210,2024-01-19,2024-01-24,2024-01-25,Delivered,FedEx,41,7.42,,1.0,True,True,False,False,False
SHP-912920,ORD-503357,SKU-10279,SUP-207,2024-01-05,2024-01-11,2024-01-16,Delayed,UPS,41,13.8,Carrier Backlog,5.0,False,True,False,False,False
SHP-912921,ORD-504415,SKU-10025,SUP-236,2024-01-06,2024-01-14,2024-01-15,Delivered,DHL,12,6.66,,1.0,True,True,False,False,False
SHP-912922,ORD-525882,SKU-10364,SUP-222,2024-01-26,2024-02-04,2024-02-06,Delivered,FreightCo,30,11.79,,2.0,True,True,False,False,False
SHP-912923,ORD-528681,SKU-10035,SUP-210,2024-01-30,2024-02-04,2024-02-09,Delayed,FreightCo,9,7.42,Carrier Backlog,5.0,False,True,False,False,False
SHP-912924,ORD-517950,SKU-10350,SUP-244,2024-01-18,2024-01-26,2024-01-27,Delivered,UPS,48,14.5,,1.0,True,True,False,False,False
SHP-912925,ORD-503179,SKU-10336,SUP-206,2024-01-04,2024-01-13,2024-01-15,Delivered,FreightCo,42,16.75,,2.0,True,True,False,False,False
SHP-912926,ORD-522672,SKU-10080,SUP-226,2024-01-26,2024-01-31,2024-01-31,Delivered,FedEx,45,19.39,,0.0,True,False,False,False,True
SHP-912927,ORD-514384,SKU-10197,SUP-238,2024-01-18,2024-01-25,2024-01-27,Delivered,DHL,41,16.75,,2.0,True,True,False,False,False
SHP-912928,ORD-500952,SKU-10435,SUP-202,2024-01-01,2024-01-05,2024-01-06,Delivered,DHL,43,21.65,,1.0,True,True,False,False,False
SHP-912929,ORD-522254,SKU-10061,SUP-212,2024-01-24,2024-02-02,2024-02-03,Delivered,FreightCo,27,14.94,,1.0,True,True,False,False,False
SHP-912930,ORD-523113,SKU-10448,SUP-208,2024-01-25,2024-01-28,2024-01-30,Delivered,USPS,8,7.78,,2.0,True,True,False,False,False
SHP-912931,ORD-511263,SKU-10010,SUP-205,2024-01-15,2024-01-20,,In-Transit,UPS,15,9.44,,,False,False,False,True,False
SHP-912932,ORD-503347,SKU-10413,SUP-215,2024-01-04,2024-01-14,2024-01-15,Delivered,FreightCo,46,14.3,,1.0,True,True,False,False,False
SHP-912933,ORD-507920,SKU-10133,SUP-220,2024-01-10,2024-01-18,2024-01-18,Delivered,USPS,24,11.18,,0.0,True,False,False,False,True
SHP-912934,ORD-505000,SKU-10116,SUP-248,2024-01-06,2024-01-14,2024-01-16,Delivered,DHL,36,7.12,,2.0,True,True,False,False,False
SHP-912935,ORD-522347,SKU-10074,SUP-204,2024-01-25,2024-01-29,2024-01-30,Delivered,FedEx,37,8.34,,1.0,True,True,False,False,False
SHP-912936,ORD-517405,SKU-10435,SUP-203,2024-01-20,2024-01-28,2024-01-27,Delivered,DHL,36,7.51,,-1.0,True,False,False,False,True
SHP-912937,ORD-518718,SKU-10409,SUP-233,2024-01-21,2024-01-30,2024-02-01,Delivered,DHL,43,15.85,,2.0,True,True,False,False,False
SHP-912938,ORD-523217,SKU-10350,SUP-203,2024-01-26,2024-02-01,2024-02-02,Delivered,DHL,22,11.21,,1.0,True,True,False,False,False
SHP-912939,ORD-528142,SKU-10141,SUP-200,2024-02-01,2024-02-06,2024-02-10,Delayed,FedEx,32,10.22,Inventory Shortage,4.0,False,True,False,False,False
SHP-912940,ORD-523327,SKU-10402,SUP-247,2024-01-25,2024-01-28,2024-01-30,Delayed,USPS,25,8.76,Customs Hold,2.0,False,True,False,False,False
SHP-912941,ORD-522842,SKU-10496,SUP-203,2024-01-23,2024-01-28,2024-02-01,Delayed,USPS,40,19.56,Inventory Shortage,4.0,False,True,False,False,False
SHP-912942,ORD-516315,SKU-10026,SUP-229,2024-01-17,2024-01-27,2024-01-28,Delivered,DHL,21,9.15,,1.0,True,True,False,False,False
SHP-912943,ORD-517388,SKU-10053,SUP-217,2024-01-20,2024-01-23,2024-01-25,Delivered,FedEx,47,18.84,,2.0,True,True,False,False,False
SHP-912944,ORD-512029,SKU-10487,SUP-205,2024-01-15,2024-01-22,2024-01-22,Delivered,USPS,18,11.77,,0.0,True,False,False,False,True
SHP-912945,ORD-521346,SKU-10221,SUP-200,2024-01-24,2024-01-27,2024-01-27,Delivered,UPS,18,10.56,,0.0,True,False,False,False,True
SHP-912946,ORD-519700,SKU-10128,SUP-242,2024-01-22,2024-01-25,2024-01-27,Delivered,FedEx,12,8.46,,2.0,True,True,False,False,False
SHP-912947,ORD-513972,SKU-10353,SUP-243,2024-01-14,2024-01-24,2024-01-26,Delivered,FedEx,30,16.17,,2.0,True,True,False,False,False
SHP-912948,ORD-508685,SKU-10079,SUP-208,2024-01-09,2024-01-15,2024-01-20,Delayed,FreightCo,6,5.88,Address Issue,5.0,False,True,False,False,False
SHP-912949,ORD-527267,SKU-10431,SUP-240,2024-01-31,2024-02-03,2024-02-03,Delivered,FreightCo,8,5.75,,0.0,True,False,False,False,True
SHP-912950,ORD-509039,SKU-10387,SUP-227,2024-01-11,2024-01-17,2024-01-18,Delivered,DHL,6,6.12,,1.0,True,True,False,False,False
SHP-912951,ORD-522385,SKU-10425,SUP-228,2024-01-24,2024-01-30,2024-01-30,Delivered,FreightCo,29,11.78,,0.0,True,False,False,False,True
SHP-912952,ORD-529436,SKU-10424,SUP-208,2024-01-30,2024-02-02,2024-02-04,Delivered,FreightCo,20,9.31,,2.0,True,True,False,False,False
SHP-912953,ORD-524619,SKU-10379,SUP-214,2024-01-28,2024-02-02,2024-02-04,Delivered,DHL,27,15.7,,2.0,True,True,False,False,False
SHP-912954,ORD-507322,SKU-10010,SUP-235,2024-01-10,2024-01-16,,In-Transit,DHL,38,10.78,,,False,False,False,True,False
SHP-912955,ORD-513655,SKU-10482,SUP-229,2024-01-17,2024-01-24,,In-Transit,FedEx,28,12.63,,,False,False,False,True,False
SHP-912956,ORD-511170,SKU-10363,SUP-224,2024-01-13,2024-01-22,2024-01-24,Delivered,UPS,29,11.48,,2.0,True,True,False,False,False
SHP-912957,ORD-516319,SKU-10059,SUP-221,2024-01-18,2024-01-25,2024-02-01,Delayed,USPS,3,5.39,Customs Hold,7.0,False,True,False,False,False
SHP-912958,ORD-512952,SKU-10142,SUP-213,2024-01-15,2024-01-19,2024-01-21,Delayed,FedEx,22,8.06,Inventory Shortage,2.0,False,True,False,False,False
SHP-912959,ORD-524006,SKU-10434,SUP-238,2024-01-27,2024-02-04,2024-02-06,Delivered,FreightCo,33,7.91,,2.0,True,True,False,False,False
SHP-912960,ORD-519795,SKU-10444,SUP-245,2024-01-22,2024-01-25,2024-01-27,Delivered,FedEx,11,8.84,,2.0,True,True,False,False,False
SHP-912961,ORD-528503,SKU-10420,SUP-204,2024-02-01,2024-02-09,2024-02-11,Delivered,UPS,39,9.93,,2.0,True,True,False,False,False
SHP-912962,ORD-525345,SKU-10328,SUP-213,2024-01-27,2024-02-01,2024-02-04,Delayed,FedEx,40,10.07,Customs Hold,3.0,False,True,False,False,False
SHP-912963,ORD-506506,SKU-10435,SUP-236,2024-01-10,2024-01-17,2024-01-16,Delivered,FedEx,47,14.37,,-1.0,True,False,False,False,True
SHP-912964,ORD-525100,SKU-10422,SUP-230,2024-01-27,2024-02-06,2024-02-07,Delivered,USPS,28,15.22,,1.0,True,True,False,False,False
SHP-912965,ORD-509608,SKU-10499,SUP-239,2024-01-10,2024-01-19,2024-01-21,Delivered,DHL,15,8.69,,2.0,True,True,False,False,False
SHP-912966,ORD-521381,SKU-10238,SUP-232,2024-01-24,2024-02-02,2024-02-04,Delivered,DHL,38,14.92,,2.0,True,True,False,False,False
SHP-912967,ORD-503205,SKU-10033,SUP-228,2024-01-06,2024-01-15,2024-01-14,Delivered,FedEx,17,10.67,,-1.0,True,False,False,False,True
SHP-912968,ORD-508366,SKU-10081,SUP-245,2024-01-11,2024-01-19,2024-01-23,Delayed,UPS,13,7.48,Inventory Shortage,4.0,False,True,False,False,False
SHP-912969,ORD-514530,SKU-10182,SUP-208,2024-01-17,2024-01-25,2024-01-24,Delivered,USPS,2,5.79,,-1.0,True,False,False,False,True
SHP-912970,ORD-509525,SKU-10370,SUP-202,2024-01-12,2024-01-22,2024-01-24,Delivered,UPS,29,10.84,,2.0,True,True,False,False,False
SHP-912971,ORD-522691,SKU-10357,SUP-244,2024-01-26,2024-01-29,2024-01-30,Delivered,FedEx,17,10.0,,1.0,True,True,False,False,False
SHP-912972,ORD-523311,SKU-10435,SUP-228,2024-01-26,2024-02-05,2024-02-04,Delivered,FedEx,34,10.72,,-1.0,True,False,False,False,True
SHP-912973,ORD-506848,SKU-10124,SUP-236,2024-01-07,2024-01-16,2024-01-17,Delivered,DHL,43,13.34,,1.0,True,True,False,False,False
SHP-912974,ORD-519926,SKU-10333,SUP-220,2024-01-20,2024-01-25,2024-01-27,Delivered,UPS,49,15.86,,2.0,True,True,False,False,False
SHP-912975,ORD-513172,SKU-10331,SUP-218,2024-01-15,2024-01-21,2024-01-24,Delayed,UPS,36,13.94,Weather Delay,3.0,False,True,False,False,False
SHP-912976,ORD-528984,SKU-10343,SUP-226,2024-01-29,2024-02-03,,In-Transit,FedEx,7,6.64,,,False,False,False,True,False
SHP-912977,ORD-513887,SKU-10199,SUP-211,2024-01-15,2024-01-23,2024-01-23,Delivered,FreightCo,32,14.18,,0.0,True,False,False,False,True
SHP-912978,ORD-524404,SKU-10309,SUP-241,2024-01-27,2024-02-05,2024-02-04,Delivered,DHL,25,9.2,,-1.0,True,False,False,False,True
SHP-912979,ORD-519857,SKU-10249,SUP-238,2024-01-23,2024-02-02,2024-02-03,Delivered,UPS,45,16.96,,1.0,True,True,False,False,False
SHP-912980,ORD-504908,SKU-10012,SUP-245,2024-01-05,2024-01-14,2024-01-15,Delivered,DHL,12,5.96,,1.0,True,True,False,False,False
SHP-912981,ORD-508043,SKU-10236,SUP-212,2024-01-11,2024-01-20,2024-01-20,Delivered,FedEx,47,16.51,,0.0,True,False,False,False,True
SHP-912982,ORD-524700,SKU-10069,SUP-225,2024-01-28,2024-02-06,2024-02-05,Delivered,DHL,1,5.15,,-1.0,True,False,False,False,True
SHP-912983,ORD-500304,SKU-10463,SUP-213,2024-01-01,2024-01-09,2024-01-16,Delayed,FreightCo,49,7.46,Inventory Shortage,7.0,False,True,False,False,False
SHP-912984,ORD-512703,SKU-10083,SUP-237,2024-01-14,2024-01-19,2024-01-21,Delivered,FedEx,28,8.04,,2.0,True,True,False,False,False
SHP-912985,ORD-527784,SKU-10341,SUP-210,2024-01-29,2024-02-01,2024-02-03,Delivered,UPS,9,7.67,,2.0,True,True,False,False,False
SHP-912986,ORD-512591,SKU-10328,SUP-240,2024-01-16,2024-01-20,2024-01-19,Delivered,FedEx,34,10.98,,-1.0,True,False,False,False,True
SHP-912987,ORD-517539,SKU-10416,SUP-210,2024-01-19,2024-01-25,,In-Transit,FreightCo,41,12.27,,,False,False,False,True,False
SHP-912988,ORD-506193,SKU-10069,SUP-225,2024-01-10,2024-01-18,2024-01-20,Delivered,FedEx,24,6.2,,2.0,True,True,False,False,False
SHP-912989,ORD-510254,SKU-10198,SUP-220,2024-01-12,2024-01-21,2024-01-22,Delivered,USPS,46,13.59,,1.0,True,True,False,False,False
SHP-912990,ORD-507765,SKU-10425,SUP-203,2024-01-10,2024-01-15,2024-01-21,Delayed,FreightCo,43,12.87,Inventory Shortage,6.0,False,True,False,False,False
SHP-912991,ORD-525513,SKU-10244,SUP-234,2024-01-28,2024-02-01,2024-02-03,Delivered,FreightCo,38,19.14,,2.0,True,True,False,False,False
SHP-912992,ORD-503920,SKU-10073,SUP-206,2024-01-05,2024-01-10,2024-01-09,Delivered,FedEx,4,6.57,,-1.0,True,False,False,False,True
SHP-912993,ORD-527843,SKU-10181,SUP-212,2024-01-28,2024-02-01,2024-02-01,Delivered,DHL,28,14.69,,0.0,True,False,False,False,True
SHP-912994,ORD-518707,SKU-10404,SUP-213,2024-01-19,2024-01-28,2024-01-30,Delivered,UPS,8,8.09,,2.0,True,True,False,False,False
SHP-912995,ORD-509042,SKU-10178,SUP-237,2024-01-10,2024-01-17,2024-01-16,Delivered,UPS,19,7.69,,-1.0,True,False,False,False,True
SHP-912996,ORD-507077,SKU-10079,SUP-242,2024-01-10,2024-01-14,2024-01-13,Delivered,FedEx,12,7.39,,-1.0,True,False,False,False,True
SHP-912997,ORD-505952,SKU-10426,SUP-221,2024-01-07,2024-01-14,2024-01-13,Delivered,FreightCo,37,18.38,,-1.0,True,False,False,False,True
SHP-912998,ORD-520280,SKU-10178,SUP-241,2024-01-22,2024-02-01,,In-Transit,FreightCo,25,12.33,,,False,False,False,True,False
SHP-912999,ORD-527321,SKU-10252,SUP-221,2024-01-30,2024-02-05,2024-02-06,Delivered,DHL,46,21.36,,1.0,True,True,False,False,False
SHP-913000,ORD-506075,SKU-10223,SUP-235,2024-01-08,2024-01-14,2024-01-14,Delivered,FreightCo,41,7.26,,0.0,True,False,False,False,True
SHP-913001,ORD-526314,SKU-10462,SUP-210,2024-01-30,2024-02-03,2024-02-03,Delivered,DHL,13,7.14,,0.0,True,False,False,False,True
SHP-913002,ORD-513188,SKU-10374,SUP-229,2024-01-17,2024-01-22,2024-01-23,Delivered,FedEx,46,11.03,,1.0,True,True,False,False,False
SHP-913003,ORD-526654,SKU-10221,SUP-218,2024-01-27,2024-01-30,2024-01-30,Delivered,FreightCo,10,7.06,,0.0,True,False,False,False,True
SHP-913004,ORD-520988,SKU-10317,SUP-240,2024-01-21,2024-01-31,2024-02-01,Delivered,FedEx,34,14.7,,1.0,True,True,False,False,False
SHP-913005,ORD-526642,SKU-10382,SUP-245,2024-01-30,2024-02-07,2024-02-09,Delivered,FreightCo,7,7.72,,2.0,True,True,False,False,False
SHP-913006,ORD-508728,SKU-10148,SUP-222,2024-01-09,2024-01-19,2024-01-18,Delivered,FreightCo,42,10.15,,-1.0,True,False,False,False,True
SHP-913007,ORD-514934,SKU-10100,SUP-233,2024-01-15,2024-01-24,2024-01-25,Delivered,UPS,28,10.4,,1.0,True,True,False,False,False
SHP-913008,ORD-501139,SKU-10336,SUP-221,2024-01-02,2024-01-05,2024-01-05,Delivered,FreightCo,37,7.53,,0.0,True,False,False,False,True
SHP-913009,ORD-512547,SKU-10001,SUP-247,2024-01-16,2024-01-24,2024-01-24,Delivered,UPS,14,9.15,,0.0,True,False,False,False,True
SHP-913010,ORD-512308,SKU-10137,SUP-229,2024-01-16,2024-01-26,2024-01-27,Delivered,FedEx,16,9.71,,1.0,True,True,False,False,False
SHP-913011,ORD-523379,SKU-10205,SUP-220,2024-01-26,2024-02-01,,In-Transit,UPS,9,6.44,,,False,False,False,True,False
SHP-913012,ORD-500468,SKU-10098,SUP-232,2024-01-03,2024-01-13,2024-01-14,Delivered,FreightCo,15,10.47,,1.0,True,True,False,False,False
SHP-913013,ORD-524026,SKU-10391,SUP-225,2024-01-28,2024-02-04,2024-02-03,Delivered,FreightCo,25,6.35,,-1.0,True,False,False,False,True
SHP-913014,ORD-520129,SKU-10359,SUP-222,2024-01-22,2024-01-26,2024-01-27,Delivered,USPS,8,6.38,,1.0,True,True,False,False,False
SHP-913015,ORD-520578,SKU-10135,SUP-223,2024-01-24,2024-01-30,,In-Transit,FreightCo,5,6.45,,,False,False,False,True,False
SHP-913016,ORD-521604,SKU-10137,SUP-220,2024-01-24,2024-01-27,2024-01-31,Delayed,UPS,28,7.53,Weather Delay,4.0,False,True,False,False,False
SHP-913017,ORD-516141,SKU-10149,SUP-240,2024-01-19,2024-01-25,,In-Transit,FedEx,18,10.82,,,False,False,False,True,False
SHP-913018,ORD-512928,SKU-10155,SUP-245,2024-01-16,2024-01-25,2024-01-26,Delivered,DHL,21,11.2,,1.0,True,True,False,False,False
SHP-913019,ORD-500617,SKU-10395,SUP-209,2024-01-01,2024-01-09,2024-01-08,Delivered,FreightCo,34,13.9,,-1.0,True,False,False,False,True
SHP-913020,ORD-517491,SKU-10163,SUP-247,2024-01-20,2024-01-25,2024-01-26,Delivered,DHL,25,6.92,,1.0,True,True,False,False,False
SHP-913021,ORD-501310,SKU-10153,SUP-240,2024-01-05,2024-01-12,2024-01-11,Delivered,UPS,45,10.76,,-1.0,True,False,False,False,True
SHP-913022,ORD-529418,SKU-10391,SUP-236,2024-01-30,2024-02-07,2024-02-08,Delivered,FedEx,19,8.74,,1.0,True,True,False,False,False
SHP-913023,ORD-529369,SKU-10435,SUP-220,2024-02-01,2024-02-05,2024-02-05,Delivered,DHL,43,8.82,,0.0,True,False,False,False,True
SHP-913024,ORD-520902,SKU-10315,SUP-221,2024-01-23,2024-01-28,2024-01-28,Delivered,USPS,33,12.39,,0.0,True,False,False,False,True
SHP-913025,ORD-505300,SKU-10308,SUP-240,2024-01-09,2024-01-13,2024-01-14,Delivered,FedEx,20,10.78,,1.0,True,True,False,False,False
SHP-913026,ORD-505905,SKU-10189,SUP-229,2024-01-07,2024-01-15,2024-01-16,Delivered,FedEx,36,18.96,,1.0,True,True,False,False,False
SHP-913027,ORD-503251,SKU-10101,SUP-231,2024-01-04,2024-01-09,2024-01-08,Delivered,UPS,9,6.93,,-1.0,True,False,False,False,True
SHP-913028,ORD-506739,SKU-10498,SUP-217,2024-01-09,2024-01-13,2024-01-15,Delivered,FedEx,8,7.06,,2.0,True,True,False,False,False
SHP-913029,ORD-520547,SKU-10169,SUP-227,2024-01-24,2024-01-27,2024-01-27,Delivered,UPS,6,6.78,,0.0,True,False,False,False,True
SHP-913030,ORD-526326,SKU-10396,SUP-211,2024-01-27,2024-01-30,2024-02-01,Delivered,FreightCo,8,7.92,,2.0,True,True,False,False,False
SHP-913031,ORD-514630,SKU-10478,SUP-202,2024-01-15,2024-01-18,2024-01-18,Delivered,FedEx,43,9.85,,0.0,True,False,False,False,True
SHP-913032,ORD-528829,SKU-10231,SUP-231,2024-01-30,2024-02-06,2024-02-08,Delivered,USPS,45,16.96,,2.0,True,True,False,False,False
SHP-913033,ORD-526304,SKU-10017,SUP-235,2024-01-30,2024-02-04,2024-02-03,Delivered,UPS,39,16.32,,-1.0,True,False,False,False,True
SHP-913034,ORD-511979,SKU-10332,SUP-239,2024-01-12,2024-01-18,2024-01-22,Delayed,FedEx,38,15.55,Carrier Backlog,4.0,False,True,False,False,False
SHP-913035,ORD-526486,SKU-10430,SUP-219,2024-01-27,2024-01-30,2024-02-03,Delayed,USPS,47,13.69,Customs Hold,4.0,False,True,False,False,False
SHP-913036,ORD-518666,SKU-10047,SUP-209,2024-01-20,2024-01-26,2024-01-27,Delivered,DHL,26,7.37,,1.0,True,True,False,False,False
SHP-913037,ORD-508758,SKU-10300,SUP-202,2024-01-12,2024-01-22,2024-01-23,Delivered,DHL,5,6.83,,1.0,True,True,False,False,False
SHP-913038,ORD-509592,SKU-10013,SUP-236,2024-01-13,2024-01-19,2024-01-21,Delivered,FedEx,41,10.73,,2.0,True,True,False,False,False
SHP-913039,ORD-507264,SKU-10409,SUP-235,2024-01-11,2024-01-19,2024-01-21,Delivered,FreightCo,23,10.14,,2.0,True,True,False,False,False
SHP-913040,ORD-515016,SKU-10015,SUP-227,2024-01-16,2024-01-24,2024-01-24,Delivered,USPS,17,8.78,,0.0,True,False,False,False,True
SHP-913041,ORD-505962,SKU-10345,SUP-221,2024-01-08,2024-01-14,2024-01-15,Delivered,UPS,23,7.58,,1.0,True,True,False,False,False
SHP-913042,ORD-528366,SKU-10406,SUP-234,2024-01-30,2024-02-02,2024-02-04,Delivered,FedEx,1,5.12,,2.0,True,True,False,False,False
SHP-913043,ORD-502829,SKU-10041,SUP-242,2024-01-06,2024-01-14,,Lost,FreightCo,18,6.73,Carrier Backlog,,False,False,True,False,False
SHP-913044,ORD-524249,SKU-10077,SUP-225,2024-01-26,2024-02-01,2024-02-03,Delivered,USPS,25,13.86,,2.0,True,True,False,False,False
SHP-913045,ORD-523418,SKU-10393,SUP-201,2024-01-24,2024-01-31,2024-01-31,Delivered,FreightCo,16,7.45,,0.0,True,False,False,False,True
SHP-913046,ORD-522134,SKU-10294,SUP-232,2024-01-24,2024-02-03,2024-02-02,Delivered,DHL,2,5.77,,-1.0,True,False,False,False,True
SHP-913047,ORD-500289,SKU-10139,SUP-225,2024-01-04,2024-01-14,2024-01-13,Delivered,FreightCo,22,6.92,,-1.0,True,False,False,False,True
