order_id,order_date,sku,quantity_ordered,unit_price,customer_region,order_status,fulfillment_center,expected_ship_date,actual_ship_date,priority_flag
ORD-514107,2024-01-15,SKU-10078,21,61.22,West,Completed,FC-05,2024-01-17,2024-01-18,Normal
ORD-514108,2024-01-15,SKU-10196,44,6.01,Northeast,Completed,FC-05,2024-01-19,2024-01-19,Normal
ORD-514109,2024-01-15,SKU-10492,6,13.73,Northeast,Returned,FC-02,2024-01-18,,Normal
ORD-514110,2024-01-15,SKU-10232,2,34.02,Midwest,Cancelled,FC-02,2024-01-20,,Normal
ORD-514111,2024-01-15,SKU-10415,47,56.37,Northeast,Completed,FC-02,2024-01-20,2024-01-22,Normal
ORD-514112,2024-01-15,SKU-10102,21,105.01,Northeast,Completed,FC-05,2024-01-19,2024-01-19,Normal
ORD-514113,2024-01-15,SKU-10099,32,80.15,West,Returned,FC-02,2024-01-17,,Normal
ORD-514114,2024-01-15,SKU-10022,28,22.92,Northeast,Returned,FC-05,2024-01-20,,Normal
ORD-514115,2024-01-15,SKU-10229,44,49.47,Northeast,Completed,FC-04,2024-01-18,2024-01-19,Normal
ORD-514116,2024-01-15,SKU-10189,39,113.07,West,Returned,FC-06,2024-01-20,,Normal
ORD-514117,2024-01-15,SKU-10365,36,142.3,West,Returned,FC-01,2024-01-17,,Normal
ORD-514118,2024-01-15,SKU-10423,15,114.55,Midwest,Cancelled,FC-06,2024-01-19,,Normal
ORD-514119,2024-01-15,SKU-10383,5,98.4,South,Completed,FC-03,2024-01-17,2024-01-16,High
ORD-514120,2024-01-15,SKU-10400,40,5.59,South,Returned,FC-04,2024-01-20,,High
ORD-514121,2024-01-15,SKU-10351,45,20.06,South,Completed,FC-01,2024-01-16,2024-01-16,High
ORD-514122,2024-01-15,SKU-10327,4,84.93,South,Returned,FC-02,2024-01-20,,Normal
ORD-514123,2024-01-15,SKU-10463,45,12.86,West,Completed,FC-01,2024-01-17,2024-01-16,Normal
ORD-514124,2024-01-15,SKU-10191,38,19.64,Northeast,Returned,FC-05,2024-01-20,,Normal
ORD-514125,2024-01-15,SKU-10171,25,93.7,Midwest,Cancelled,FC-02,2024-01-20,,Normal
ORD-514126,2024-01-15,SKU-10064,22,112.17,West,Completed,FC-04,2024-01-20,2024-01-22,Normal
ORD-514127,2024-01-15,SKU-10177,28,138.2,Northeast,Cancelled,FC-06,2024-01-20,,Normal
ORD-514128,2024-01-15,SKU-10328,5,23.13,South,Completed,FC-03,2024-01-20,2024-01-19,Normal
ORD-514129,2024-01-15,SKU-10028,33,92.63,West,Completed,FC-02,2024-01-19,2024-01-20,Normal
ORD-514130,2024-01-15,SKU-10484,6,148.9,West,Completed,FC-06,2024-01-20,2024-01-22,Normal
ORD-514131,2024-01-15,SKU-10375,9,94.81,Northeast,Cancelled,FC-02,2024-01-20,,High
ORD-514132,2024-01-15,SKU-10255,26,138.98,South,Completed,FC-06,2024-01-18,2024-01-17,Normal
ORD-514133,2024-01-15,SKU-10268,39,95.75,West,Returned,FC-06,2024-01-18,,Normal
ORD-514134,2024-01-15,SKU-10456,16,114.73,West,Cancelled,FC-04,2024-01-16,,Normal
ORD-514135,2024-01-15,SKU-10072,16,73.73,West,Completed,FC-04,2024-01-20,2024-01-20,Normal
ORD-514136,2024-01-15,SKU-10075,23,105.81,West,Completed,FC-03,2024-01-16,2024-01-18,Normal
ORD-514137,2024-01-15,SKU-10175,24,13.39,Midwest,Cancelled,FC-04,2024-01-17,,Normal
ORD-514138,2024-01-15,SKU-10309,47,110.6,West,Cancelled,FC-06,2024-01-17,,Normal
ORD-514139,2024-01-15,SKU-10323,48,136.49,Northeast,Completed,FC-06,2024-01-19,2024-01-18,Normal
ORD-514140,2024-01-15,SKU-10279,15,110.62,Midwest,Completed,FC-04,2024-01-20,2024-01-21,Normal
ORD-514141,2024-01-15,SKU-10359,25,133.52,Midwest,Completed,FC-02,2024-01-16,2024-01-17,Normal
ORD-514142,2024-01-15,SKU-10440,49,102.41,Northeast,Completed,FC-01,2024-01-20,2024-01-22,Normal
ORD-514143,2024-01-15,SKU-10071,28,18.58,Midwest,Completed,FC-01,2024-01-19,2024-01-21,Normal
ORD-514144,2024-01-15,SKU-10186,22,28.76,Northeast,Completed,FC-02,2024-01-20,2024-01-19,Normal
ORD-514145,2024-01-15,SKU-10133,39,9.86,Midwest,Returned,FC-03,2024-01-19,,Normal
ORD-514146,2024-01-15,SKU-10036,29,17.09,Northeast,Completed,FC-01,2024-01-19,2024-01-18,Normal
ORD-514147,2024-01-15,SKU-10385,11,90.86,Midwest,Cancelled,FC-03,2024-01-16,,Normal
ORD-514148,2024-01-15,SKU-10154,34,71.09,Northeast,Completed,FC-05,2024-01-18,2024-01-20,Normal
ORD-514149,2024-01-15,SKU-10154,11,131.45,South,Completed,FC-03,2024-01-20,2024-01-22,Normal
ORD-514150,2024-01-15,SKU-10057,23,27.76,South,Returned,FC-04,2024-01-18,,Normal
ORD-514151,2024-01-15,SKU-10197,29,132.45,Northeast,Completed,FC-02,2024-01-19,2024-01-18,High
ORD-514152,2024-01-15,SKU-10087,18,51.17,Midwest,Completed,FC-05,2024-01-16,2024-01-17,Normal
ORD-514153,2024-01-15,SKU-10058,18,139.59,Northeast,Cancelled,FC-04,2024-01-16,,High
ORD-514154,2024-01-15,SKU-10391,32,15.0,Midwest,Completed,FC-01,2024-01-16,2024-01-18,Normal
ORD-514155,2024-01-15,SKU-10435,39,102.5,West,Cancelled,FC-05,2024-01-20,,Normal
ORD-514156,2024-01-15,SKU-10193,25,18.65,West,Returned,FC-06,2024-01-17,,Normal
ORD-514157,2024-01-15,SKU-10038,14,111.8,Midwest,Completed,FC-05,2024-01-20,2024-01-20,Normal
ORD-514158,2024-01-15,SKU-10476,29,14.78,West,Completed,FC-03,2024-01-16,2024-01-17,Normal
ORD-514159,2024-01-15,SKU-10261,45,145.93,Northeast,Completed,FC-06,2024-01-18,2024-01-17,Normal
ORD-514160,2024-01-15,SKU-10428,47,144.33,West,Completed,FC-05,2024-01-20,2024-01-20,Normal
ORD-514161,2024-01-15,SKU-10005,11,92.21,Midwest,Completed,FC-01,2024-01-16,2024-01-18,High
ORD-514162,2024-01-15,SKU-10287,23,89.32,West,Completed,FC-03,2024-01-16,2024-01-17,Normal
ORD-514163,2024-01-15,SKU-10116,24,117.88,West,Completed,FC-05,2024-01-16,2024-01-18,Normal
ORD-514164,2024-01-15,SKU-10201,33,28.42,Northeast,Completed,FC-04,2024-01-16,2024-01-16,Normal
ORD-514165,2024-01-15,SKU-10095,16,143.68,West,Completed,FC-02,2024-01-17,2024-01-16,Normal
ORD-514166,2024-01-15,SKU-10473,3,8.21,West,Completed,FC-06,2024-01-17,2024-01-18,Normal
ORD-514167,2024-01-15,SKU-10433,27,91.07,South,Cancelled,FC-01,2024-01-19,,High
ORD-514168,2024-01-15,SKU-10480,39,38.37,South,Cancelled,FC-05,2024-01-18,,Normal
ORD-514169,2024-01-15,SKU-10321,8,93.49,Midwest,Completed,FC-02,2024-01-17,2024-01-19,Normal
ORD-514170,2024-01-15,SKU-10091,25,117.14,South,Completed,FC-03,2024-01-17,2024-01-19,High
ORD-514171,2024-01-15,SKU-10380,10,46.68,Northeast,Returned,FC-01,2024-01-16,,Normal
ORD-514172,2024-01-15,SKU-10293,25,140.11,Midwest,Completed,FC-02,2024-01-16,2024-01-18,High
ORD-514173,2024-01-15,SKU-10302,30,73.0,Northeast,Returned,FC-06,2024-01-20,,Normal
ORD-514174,2024-01-15,SKU-10419,8,43.71,Northeast,Cancelled,FC-01,2024-01-17,,Normal
ORD-514175,2024-01-15,SKU-10383,20,9.7,Midwest,Cancelled,FC-03,2024-01-16,,Normal
ORD-514176,2024-01-15,SKU-10172,27,79.47,West,Cancelled,FC-03,2024-01-19,,Normal
ORD-514177,2024-01-15,SKU-10412,2,17.01,West,Completed,FC-06,2024-01-16,2024-01-15,Normal
ORD-514178,2024-01-15,SKU-10143,32,12.65,Northeast,Completed,FC-06,2024-01-18,2024-01-17,High
ORD-514179,2024-01-15,SKU-10176,22,61.24,Midwest,Completed,FC-01,2024-01-20,2024-01-22,Normal
ORD-514180,2024-01-15,SKU-10019,3,91.29,Northeast,Cancelled,FC-01,2024-01-20,,Normal
ORD-514181,2024-01-15,SKU-10231,6,64.48,West,Cancelled,FC-05,2024-01-16,,Normal
ORD-514182,2024-01-15,SKU-10056,7,109.3,South,Completed,FC-02,2024-01-16,2024-01-18,Normal
ORD-514183,2024-01-15,SKU-10367,42,20.91,Northeast,Completed,FC-02,2024-01-16,2024-01-18,Normal
ORD-514184,2024-01-15,SKU-10135,38,43.21,West,Completed,FC-06,2024-01-20,2024-01-20,Normal
ORD-514185,2024-01-15,SKU-10237,43,144.88,Midwest,Completed,FC-04,2024-01-16,2024-01-18,Normal
ORD-514186,2024-01-15,SKU-10392,39,22.49,Midwest,Completed,FC-03,2024-01-20,2024-01-20,Normal
ORD-514187,2024-01-15,SKU-10252,40,51.87,Northeast,Completed,FC-06,2024-01-16,2024-01-15,Normal
ORD-514188,2024-01-15,SKU-10080,5,139.54,West,Cancelled,FC-06,2024-01-19,,Normal
ORD-514189,2024-01-15,SKU-10220,44,53.07,West,Cancelled,FC-01,2024-01-19,,Normal
ORD-514190,2024-01-15,SKU-10073,13,99.88,Midwest,Completed,FC-04,2024-01-20,2024-01-21,High
ORD-514191,2024-01-15,SKU-10359,43,47.6,West,Returned,FC-04,2024-01-17,,Normal
ORD-514192,2024-01-15,SKU-10197,19,25.21,Midwest,Returned,FC-04,2024-01-16,,High
ORD-514193,2024-01-15,SKU-10074,13,146.56,West,Completed,FC-01,2024-01-16,2024-01-17,Normal
ORD-514194,2024-01-15,SKU-10213,24,38.71,West,Completed,FC-01,2024-01-16,2024-01-17,Normal
ORD-514195,2024-01-15,SKU-10006,40,62.36,Midwest,Cancelled,FC-02,2024-01-17,,High
ORD-514196,2024-01-15,SKU-10401,41,82.51,West,Cancelled,FC-03,2024-01-19,,Normal
ORD-514197,2024-01-15,SKU-10326,46,121.28,Midwest,Completed,FC-05,2024-01-20,2024-01-21,Normal
ORD-514198,2024-01-15,SKU-10459,41,93.92,West,Completed,FC-03,2024-01-17,2024-01-17,Normal
ORD-514199,2024-01-15,SKU-10126,6,43.46,West,Completed,FC-06,2024-01-17,2024-01-17,Normal
ORD-514200,2024-01-15,SKU-10304,31,24.28,Midwest,Completed,FC-01,2024-01-16,2024-01-15,Normal
ORD-514201,2024-01-15,SKU-10118,14,34.07,Midwest,Completed,FC-05,2024-01-18,2024-01-19,Normal
ORD-514202,2024-01-15,SKU-10290,20,24.02,Northeast,Cancelled,FC-02,2024-01-18,,Normal
ORD-514203,2024-01-15,SKU-10476,3,109.59,West,Returned,FC-02,2024-01-18,,Normal
ORD-514204,2024-01-15,SKU-10498,47,6.33,South,Completed,FC-02,2024-01-17,2024-01-19,Normal
ORD-514205,2024-01-15,SKU-10259,49,40.71,Northeast,Returned,FC-05,2024-01-18,,Normal
ORD-514206,2024-01-15,SKU-10379,26,31.72,West,Cancelled,FC-01,2024-01-20,,Normal
ORD-514207,2024-01-15,SKU-10247,39,107.68,Northeast,Returned,FC-03,2024-01-16,,Normal
ORD-514208,2024-01-15,SKU-10235,10,40.66,West,Returned,FC-05,2024-01-19,,Normal
ORD-514209,2024-01-15,SKU-10271,31,141.04,Midwest,Completed,FC-03,2024-01-16,2024-01-17,Normal
ORD-514210,2024-01-15,SKU-10495,44,75.84,West,Cancelled,FC-02,2024-01-18,,Normal
ORD-514211,2024-01-15,SKU-10165,15,32.65,West,Completed,FC-02,2024-01-18,2024-01-18,Normal
ORD-514212,2024-01-15,SKU-10366,47,68.09,South,Returned,FC-03,2024-01-19,,Normal
ORD-514213,2024-01-15,SKU-10329,21,113.17,West,Completed,FC-05,2024-01-18,2024-01-19,Normal
ORD-514214,2024-01-15,SKU-10143,13,76.34,Midwest,Completed,FC-02,2024-01-20,2024-01-20,Normal
ORD-514215,2024-01-15,SKU-10021,23,71.92,South,Completed,FC-06,2024-01-20,2024-01-20,Normal
ORD-514216,2024-01-15,SKU-10259,43,93.83,South,Completed,FC-01,2024-01-20,2024-01-19,High
ORD-514217,2024-01-15,SKU-10268,22,52.25,Midwest,Cancelled,FC-06,2024-01-20,,Normal
ORD-514218,2024-01-15,SKU-10227,31,142.9,West,Completed,FC-05,2024-01-19,2024-01-20,Normal
ORD-514219,2024-01-15,SKU-10140,39,43.7,South,Cancelled,FC-02,2024-01-19,,High
ORD-514220,2024-01-15,SKU-10308,13,29.84,Northeast,Cancelled,FC-03,2024-01-18,,Normal
ORD-514221,2024-01-15,SKU-10203,33,85.94,Northeast,Completed,FC-06,2024-01-20,2024-01-22,Normal
ORD-514222,2024-01-15,SKU-10419,7,53.45,South,Completed,FC-04,2024-01-18,2024-01-17,Normal
ORD-514223,2024-01-15,SKU-10498,21,10.1,South,Returned,FC-02,2024-01-20,,Normal
ORD-514224,2024-01-15,SKU-10388,40,92.6,West,Cancelled,FC-06,2024-01-17,,Normal
ORD-514225,2024-01-15,SKU-10222,29,20.04,Midwest,Cancelled,FC-03,2024-01-20,,Normal
ORD-514226,2024-01-15,SKU-10140,36,15.41,West,Returned,FC-06,2024-01-18,,Normal
ORD-514227,2024-01-15,SKU-10433,28,74.84,Northeast,Completed,FC-02,2024-01-19,2024-01-19,Normal
ORD-514228,2024-01-15,SKU-10311,29,140.82,Northeast,Cancelled,FC-03,2024-01-19,,Normal
ORD-514229,2024-01-15,SKU-10145,5,99.19,Midwest,Returned,FC-01,2024-01-17,,Normal
ORD-514230,2024-01-15,SKU-10354,41,70.32,South,Completed,FC-06,2024-01-18,2024-01-17,Normal
ORD-514231,2024-01-15,SKU-10198,22,75.86,West,Completed,FC-06,2024-01-20,2024-01-19,Normal
ORD-514232,2024-01-15,SKU-10252,32,56.4,South,Completed,FC-03,2024-01-18,2024-01-18,Normal
ORD-514233,2024-01-15,SKU-10306,41,112.79,South,Returned,FC-05,2024-01-16,,Normal
ORD-514234,2024-01-15,SKU-10122,28,137.52,Northeast,Completed,FC-06,2024-01-16,2024-01-16,Normal
ORD-514235,2024-01-15,SKU-10033,27,107.34,West,Cancelled,FC-01,2024-01-18,,Normal
ORD-514236,2024-01-15,SKU-10139,32,55.3,South,Cancelled,FC-02,2024-01-19,,Normal
ORD-514237,2024-01-15,SKU-10082,2,53.92,Northeast,Completed,FC-04,2024-01-17,2024-01-18,Normal
ORD-514238,2024-01-15,SKU-10111,23,99.63,Northeast,Completed,FC-06,2024-01-16,2024-01-15,Normal
ORD-514239,2024-01-15,SKU-10333,35,142.42,Northeast,Completed,FC-02,2024-01-20,2024-01-22,Normal
ORD-514240,2024-01-15,SKU-10012,5,92.05,Northeast,Cancelled,FC-03,2024-01-19,,Normal
ORD-514241,2024-01-15,SKU-10273,22,96.45,Midwest,Cancelled,FC-02,2024-01-17,,Normal
ORD-514242,2024-01-15,SKU-10493,22,5.76,South,Completed,FC-06,2024-01-18,2024-01-18,Normal
ORD-514243,2024-01-15,SKU-10459,45,144.39,West,Completed,FC-02,2024-01-16,2024-01-17,Normal
ORD-514244,2024-01-15,SKU-10035,32,80.03,South,Returned,FC-03,2024-01-20,,Normal
ORD-514245,2024-01-15,SKU-10125,25,114.67,South,Completed,FC-04,2024-01-16,2024-01-15,Normal
ORD-514246,2024-01-15,SKU-10179,7,75.36,West,Completed,FC-04,2024-01-16,2024-01-15,Normal
ORD-514247,2024-01-15,SKU-10282,22,56.88,Midwest,Cancelled,FC-06,2024-01-18,,Normal
ORD-514248,2024-01-15,SKU-10415,6,53.53,Northeast,Returned,FC-02,2024-01-20,,Normal
ORD-514249,2024-01-15,SKU-10157,10,53.53,Northeast,Completed,FC-01,2024-01-17,2024-01-17,Normal
ORD-514250,2024-01-15,SKU-10280,18,25.57,Midwest,Completed,FC-04,2024-01-19,2024-01-19,Normal
ORD-514251,2024-01-15,SKU-10377,14,123.46,Northeast,Returned,FC-03,2024-01-18,,Normal
ORD-514252,2024-01-15,SKU-10475,17,55.78,South,Completed,FC-06,2024-01-17,2024-01-18,Normal
ORD-514253,2024-01-15,SKU-10306,16,86.65,South,Completed,FC-01,2024-01-19,2024-01-19,Normal
ORD-514254,2024-01-15,SKU-10483,9,59.06,Northeast,Completed,FC-04,2024-01-19,2024-01-21,Normal
ORD-514255,2024-01-15,SKU-10205,3,59.94,South,Completed,FC-06,2024-01-16,2024-01-18,Normal
ORD-514256,2024-01-15,SKU-10431,23,90.66,West,Completed,FC-04,2024-01-16,2024-01-17,Normal
ORD-514257,2024-01-15,SKU-10489,7,127.12,South,Cancelled,FC-02,2024-01-18,,Normal
ORD-514258,2024-01-15,SKU-10082,6,138.48,Midwest,Cancelled,FC-04,2024-01-16,,Normal
ORD-514259,2024-01-15,SKU-10002,7,71.46,West,Cancelled,FC-01,2024-01-16,,High
ORD-514260,2024-01-15,SKU-10342,38,99.58,Northeast,Cancelled,FC-02,2024-01-17,,Normal
ORD-514261,2024-01-15,SKU-10097,31,94.37,Midwest,Cancelled,FC-06,2024-01-17,,High
ORD-514262,2024-01-15,SKU-10084,46,121.3,West,Completed,FC-03,2024-01-20,2024-01-22,Normal
ORD-514263,2024-01-15,SKU-10321,20,76.73,Northeast,Completed,FC-02,2024-01-16,2024-01-18,Normal
ORD-514264,2024-01-15,SKU-10274,41,7.51,West,Returned,FC-04,2024-01-19,,Normal
ORD-514265,2024-01-15,SKU-10039,6,127.67,Northeast,Cancelled,FC-01,2024-01-16,,Normal
ORD-514266,2024-01-15,SKU-10452,19,38.22,Northeast,Completed,FC-06,2024-01-20,2024-01-22,Normal
ORD-514267,2024-01-15,SKU-10030,21,142.18,South,Returned,FC-05,2024-01-20,,High
ORD-514268,2024-01-15,SKU-10494,15,108.92,West,Completed,FC-05,2024-01-16,2024-01-16,Normal
ORD-514269,2024-01-15,SKU-10023,42,94.07,Northeast,Completed,FC-04,2024-01-19,2024-01-21,Normal
ORD-514270,2024-01-15,SKU-10018,16,140.93,West,Completed,FC-05,2024-01-18,2024-01-19,Normal
ORD-514271,2024-01-15,SKU-10154,36,23.89,Northeast,Cancelled,FC-03,2024-01-20,,High
ORD-514272,2024-01-15,SKU-10114,4,45.11,Midwest,Completed,FC-05,2024-01-17,2024-01-18,Normal
ORD-514273,2024-01-15,SKU-10208,28,47.83,Midwest,Completed,FC-04,2024-01-16,2024-01-16,Normal
ORD-514274,2024-01-15,SKU-10434,5,99.82,Midwest,Completed,FC-02,2024-01-18,2024-01-17,Normal
ORD-514275,2024-01-15,SKU-10446,18,56.63,Northeast,Completed,FC-06,2024-01-18,2024-01-18,Normal
ORD-514276,2024-01-15,SKU-10068,35,129.59,West,Completed,FC-05,2024-01-18,2024-01-20,Normal
ORD-514277,2024-01-15,SKU-10273,36,31.01,West,Cancelled,FC-02,2024-01-17,,High
ORD-514278,2024-01-15,SKU-10358,20,113.01,West,Completed,FC-01,2024-01-16,2024-01-16,Normal
ORD-514279,2024-01-15,SKU-10043,17,35.71,West,Cancelled,FC-03,2024-01-20,,Normal
ORD-514280,2024-01-15,SKU-10266,23,68.26,South,Completed,FC-04,2024-01-16,2024-01-15,Normal
ORD-514281,2024-01-15,SKU-10320,23,37.0,Northeast,Cancelled,FC-06,2024-01-20,,High
ORD-514282,2024-01-15,SKU-10170,1,79.96,Midwest,Returned,FC-02,2024-01-19,,Normal
ORD-514283,2024-01-15,SKU-10111,15,76.72,South,Completed,FC-04,2024-01-20,2024-01-22,Normal
ORD-514284,2024-01-15,SKU-10467,34,104.01,Northeast,Returned,FC-05,2024-01-18,,Normal
ORD-514285,2024-01-15,SKU-10371,2,135.79,Midwest,Completed,FC-03,2024-01-17,2024-01-19,Normal
ORD-514286,2024-01-15,SKU-10197,4,83.69,South,Completed,FC-05,2024-01-18,2024-01-19,Normal
ORD-514287,2024-01-15,SKU-10165,20,76.69,Northeast,Completed,FC-02,2024-01-18,2024-01-19,Normal
ORD-514288,2024-01-15,SKU-10434,15,98.59,Midwest,Returned,FC-02,2024-01-20,,Normal
ORD-514289,2024-01-15,SKU-10005,46,43.34,Midwest,Completed,FC-06,2024-01-18,2024-01-18,High
ORD-514290,2024-01-15,SKU-10233,9,98.11,Northeast,Completed,FC-06,2024-01-19,2024-01-19,Normal
ORD-514291,2024-01-15,SKU-10451,1,25.94,Midwest,Completed,FC-03,2024-01-20,2024-01-22,Normal
ORD-514292,2024-01-15,SKU-10090,32,42.7,Midwest,Completed,FC-06,2024-01-20,2024-01-22,Normal
ORD-514293,2024-01-15,SKU-10023,15,34.8,Midwest,Completed,FC-06,2024-01-19,2024-01-20,Normal
ORD-514294,2024-01-15,SKU-10322,24,117.78,South,Completed,FC-01,2024-01-18,2024-01-20,Normal
ORD-514295,2024-01-15,SKU-10055,11,134.69,Midwest,Completed,FC-05,2024-01-17,2024-01-17,Normal
ORD-514296,2024-01-15,SKU-10026,4,10.36,West,Returned,FC-05,2024-01-16,,Normal
ORD-514297,2024-01-15,SKU-10336,12,100.37,West,Completed,FC-03,2024-01-20,2024-01-19,Normal
ORD-514298,2024-01-15,SKU-10213,32,73.03,Midwest,Returned,FC-04,2024-01-16,,High
ORD-514299,2024-01-15,SKU-10019,29,30.28,Midwest,Completed,FC-06,2024-01-20,2024-01-21,Normal
ORD-514300,2024-01-15,SKU-10099,40,62.81,South,Returned,FC-01,2024-01-20,,Normal
ORD-514301,2024-01-15,SKU-10191,30,107.25,South,Completed,FC-03,2024-01-16,2024-01-17,Normal
ORD-514302,2024-01-15,SKU-10219,42,79.44,Midwest,Completed,FC-02,2024-01-16,2024-01-15,Normal
ORD-514303,2024-01-15,SKU-10452,48,20.96,Northeast,Completed,FC-04,2024-01-20,2024-01-22,Normal
ORD-514304,2024-01-15,SKU-10028,49,114.17,Northeast,Cancelled,FC-03,2024-01-18,,Normal
ORD-514305,2024-01-15,SKU-10461,33,137.56,West,Cancelled,FC-05,2024-01-18,,Normal
ORD-514306,2024-01-15,SKU-10469,28,96.49,Midwest,Completed,FC-04,2024-01-20,2024-01-21,Normal
ORD-514307,2024-01-15,SKU-10115,18,73.78,West,Completed,FC-03,2024-01-17,2024-01-19,Normal
ORD-514308,2024-01-15,SKU-10049,42,127.69,South,Cancelled,FC-05,2024-01-19,,Normal
ORD-514309,2024-01-15,SKU-10152,19,53.28,West,Completed,FC-03,2024-01-19,2024-01-21,Normal
ORD-514310,2024-01-15,SKU-10309,11,26.34,South,Returned,FC-04,2024-01-19,,High
ORD-514311,2024-01-15,SKU-10128,18,114.08,South,Returned,FC-03,2024-01-17,,Normal
ORD-514312,2024-01-15,SKU-10305,12,48.48,Northeast,Completed,FC-06,2024-01-19,2024-01-21,Normal
ORD-514313,2024-01-15,SKU-10289,15,123.65,Northeast,Returned,FC-03,2024-01-20,,Normal
ORD-514314,2024-01-15,SKU-10467,47,13.73,Midwest,Completed,FC-02,2024-01-19,2024-01-20,Normal
ORD-514315,2024-01-15,SKU-10023,35,93.0,South,Completed,FC-02,2024-01-17,2024-01-17,Normal
ORD-514316,2024-01-15,SKU-10013,35,21.21,West,Completed,FC-06,2024-01-17,2024-01-18,High
ORD-514317,2024-01-15,SKU-10013,5,147.27,Northeast,Returned,FC-02,2024-01-17,,Normal
ORD-514318,2024-01-15,SKU-10414,38,133.42,Midwest,Completed,FC-01,2024-01-16,2024-01-17,High
ORD-514319,2024-01-15,SKU-10381,2,53.12,Northeast,Completed,FC-02,2024-01-17,2024-01-16,Normal
ORD-514320,2024-01-15,SKU-10021,21,132.31,South,Cancelled,FC-02,2024-01-16,,Normal
ORD-514321,2024-01-15,SKU-10095,5,13.34,Midwest,Completed,FC-03,2024-01-16,2024-01-16,Normal
ORD-514322,2024-01-15,SKU-10043,43,13.75,South,Cancelled,FC-04,2024-01-20,,Normal
ORD-514323,2024-01-15,SKU-10262,48,34.07,Midwest,Returned,FC-03,2024-01-19,,Normal
ORD-514324,2024-01-15,SKU-10366,12,89.07,Northeast,Completed,FC-02,2024-01-20,2024-01-19,Normal
ORD-514325,2024-01-15,SKU-10367,34,104.35,Midwest,Returned,FC-03,2024-01-20,,Normal
ORD-514326,2024-01-15,SKU-10326,37,13.08,Northeast,Completed,FC-06,2024-01-19,2024-01-19,High
ORD-514327,2024-01-15,SKU-10227,5,81.57,South,Returned,FC-05,2024-01-20,,Normal
ORD-514328,2024-01-15,SKU-10465,11,125.0,South,Cancelled,FC-02,2024-01-16,,Normal
ORD-514329,2024-01-15,SKU-10445,37,104.64,Midwest,Completed,FC-03,2024-01-17,2024-01-17,Normal
ORD-514330,2024-01-15,SKU-10444,9,7.98,South,Completed,FC-03,2024-01-16,2024-01-15,Normal
ORD-514331,2024-01-15,SKU-10316,33,60.56,South,Cancelled,FC-01,2024-01-17,,Normal
ORD-514332,2024-01-15,SKU-10053,24,140.1,Midwest,Completed,FC-04,2024-01-19,2024-01-19,Normal
ORD-514333,2024-01-15,SKU-10147,3,65.58,Northeast,Completed,FC-02,2024-01-20,2024-01-19,Normal
ORD-514334,2024-01-15,SKU-10120,2,62.01,South,Completed,FC-05,2024-01-20,2024-01-21,Normal
ORD-514335,2024-01-15,SKU-10374,43,76.86,Northeast,Completed,FC-03,2024-01-17,2024-01-19,Normal
ORD-514336,2024-01-15,SKU-10475,11,57.24,South,Completed,FC-06,2024-01-17,2024-01-18,Normal
ORD-514337,2024-01-15,SKU-10382,18,24.35,Northeast,Completed,FC-05,2024-01-20,2024-01-20,Normal
ORD-514338,2024-01-15,SKU-10399,1,13.84,South,Returned,FC-06,2024-01-17,,Normal
ORD-514339,2024-01-15,SKU-10349,39,8.9,West,Completed,FC-03,2024-01-19,2024-01-18,Normal
ORD-514340,2024-01-15,SKU-10490,25,71.66,West,Completed,FC-04,2024-01-17,2024-01-18,Normal
ORD-514341,2024-01-15,SKU-10173,21,103.99,South,Cancelled,FC-03,2024-01-18,,Normal
ORD-514342,2024-01-15,SKU-10003,16,127.69,Midwest,Completed,FC-05,2024-01-19,2024-01-18,Normal
ORD-514343,2024-01-15,SKU-10122,8,11.17,West,Returned,FC-03,2024-01-17,,Normal
ORD-514344,2024-01-15,SKU-10371,5,49.34,West,Cancelled,FC-05,2024-01-20,,Normal
ORD-514345,2024-01-15,SKU-10484,30,65.91,Midwest,Returned,FC-03,2024-01-16,,High
ORD-514346,2024-01-15,SKU-10050,31,143.98,Midwest,Cancelled,FC-03,2024-01-18,,Normal
ORD-514347,2024-01-15,SKU-10015,9,30.56,Northeast,Completed,FC-03,2024-01-17,2024-01-17,Normal
ORD-514348,2024-01-15,SKU-10324,10,113.31,West,Returned,FC-01,2024-01-20,,Normal
ORD-514349,2024-01-15,SKU-10090,33,40.52,South,Cancelled,FC-01,2024-01-19,,Normal
ORD-514350,2024-01-15,SKU-10103,45,42.59,Midwest,Returned,FC-04,2024-01-18,,Normal
ORD-514351,2024-01-15,SKU-10153,44,129.39,Midwest,Completed,FC-01,2024-01-18,2024-01-17,Normal
ORD-514352,2024-01-15,SKU-10137,11,116.28,South,Completed,FC-05,2024-01-16,2024-01-18,Normal
ORD-514353,2024-01-15,SKU-10321,34,58.89,Northeast,Completed,FC-01,2024-01-19,2024-01-18,Normal
ORD-514354,2024-01-15,SKU-10096,35,64.39,Midwest,Completed,FC-01,2024-01-20,2024-01-19,Normal
ORD-514355,2024-01-15,SKU-10210,16,57.99,Midwest,Returned,FC-03,2024-01-19,,Normal
ORD-514356,2024-01-15,SKU-10212,4,48.8,West,Returned,FC-03,2024-01-18,,Normal
ORD-514357,2024-01-15,SKU-10252,34,36.72,Midwest,Returned,FC-06,2024-01-17,,Normal
ORD-514358,2024-01-15,SKU-10133,46,136.41,South,Completed,FC-06,2024-01-16,2024-01-18,Normal
