date,sku,supplier_id,inventory_level,reorder_point,reorder_qty,on_order_qty,lead_time_days
2024-01-17,SKU-10497,SUP-249,424,374,1272,0,5
2024-01-17,SKU-10498,SUP-235,2194,381,1441,0,11
2024-01-17,SKU-10499,SUP-226,1401,755,724,0,10
2024-01-18,SKU-10000,SUP-240,1919,530,1686,0,3
2024-01-18,SKU-10001,SUP-207,1265,737,1111,0,7
2024-01-18,SKU-10002,SUP-201,1828,250,627,0,14
2024-01-18,SKU-10003,SUP-247,1935,433,947,0,10
2024-01-18,SKU-10004,SUP-217,1557,484,1655,0,4
2024-01-18,SKU-10005,SUP-215,1662,743,855,0,13
2024-01-18,SKU-10006,SUP-214,1095,337,1945,0,6
2024-01-18,SKU-10007,SUP-208,1415,408,956,0,5
2024-01-18,SKU-10008,SUP-247,1344,678,1286,0,11
2024-01-18,SKU-10009,SUP-206,2242,205,1390,0,13
2024-01-18,SKU-10010,SUP-243,3020,369,748,0,8
2024-01-18,SKU-10011,SUP-247,2371,379,1419,0,5
2024-01-18,SKU-10012,SUP-234,3051,215,884,0,7
2024-01-18,SKU-10013,SUP-205,1042,245,1003,0,4
2024-01-18,SKU-10014,SUP-237,963,756,546,0,13
2024-01-18,SKU-10015,SUP-227,654,332,1359,0,11
2024-01-18,SKU-10016,SUP-202,2500,689,1004,0,12
2024-01-18,SKU-10017,SUP-201,1931,603,735,0,6
2024-01-18,SKU-10018,SUP-205,737,633,707,0,14
2024-01-18,SKU-10019,SUP-213,644,506,1416,0,9
2024-01-18,SKU-10020,SUP-214,602,324,1872,0,8
2024-01-18,SKU-10021,SUP-232,1384,767,838,0,9
2024-01-18,SKU-10022,SUP-238,2564,286,594,0,6
2024-01-18,SKU-10023,SUP-201,289,212,753,0,6
2024-01-18,SKU-10024,SUP-235,2161,572,893,0,12
2024-01-18,SKU-10025,SUP-212,1899,327,1316,0,8
2024-01-18,SKU-10026,SUP-245,1980,532,1391,0,12
2024-01-18,SKU-10027,SUP-241,2471,508,902,0,12
2024-01-18,SKU-10028,SUP-244,2609,642,1511,0,4
2024-01-18,SKU-10029,SUP-234,2176,754,1656,0,4
2024-01-18,SKU-10030,SUP-226,1696,223,1033,0,11
2024-01-18,SKU-10031,SUP-214,2159,626,503,0,13
2024-01-18,SKU-10032,SUP-228,937,702,731,0,11
2024-01-18,SKU-10033,SUP-237,819,287,1027,0,8
2024-01-18,SKU-10034,SUP-217,2887,634,1607,0,5
2024-01-18,SKU-10035,SUP-200,2350,217,1348,0,13
2024-01-18,SKU-10036,SUP-248,1828,544,967,0,7
2024-01-18,SKU-10037,SUP-210,2411,740,1588,0,10
2024-01-18,SKU-10038,SUP-244,828,295,1454,0,9
2024-01-18,SKU-10039,SUP-227,826,691,904,0,10
2024-01-18,SKU-10040,SUP-221,2944,296,1086,0,10
2024-01-18,SKU-10041,SUP-217,2754,740,1315,0,12
2024-01-18,SKU-10042,SUP-209,1046,738,584,0,11
2024-01-18,SKU-10043,SUP-213,3022,538,1752,0,4
2024-01-18,SKU-10044,SUP-248,1243,516,1809,0,14
2024-01-18,SKU-10045,SUP-221,1092,612,1962,0,6
2024-01-18,SKU-10046,SUP-206,2830,397,1482,0,9
2024-01-18,SKU-10047,SUP-205,2941,293,1183,0,13
2024-01-18,SKU-10048,SUP-224,159,431,538,538,8
2024-01-18,SKU-10049,SUP-206,2374,385,817,0,9
2024-01-18,SKU-10050,SUP-222,1702,636,1126,0,4
2024-01-18,SKU-10051,SUP-222,2768,441,1744,0,10
2024-01-18,SKU-10052,SUP-238,688,389,912,0,11
2024-01-18,SKU-10053,SUP-216,1929,291,939,0,12
2024-01-18,SKU-10054,SUP-202,2479,754,1408,0,11
2024-01-18,SKU-10055,SUP-246,893,296,1437,0,12
2024-01-18,SKU-10056,SUP-229,1678,774,602,0,9
2024-01-18,SKU-10057,SUP-234,974,692,1784,0,5
2024-01-18,SKU-10058,SUP-207,1559,505,1198,0,7
2024-01-18,SKU-10059,SUP-224,2441,301,954,0,3
2024-01-18,SKU-10060,SUP-205,1006,498,520,0,6
2024-01-18,SKU-10061,SUP-235,777,680,1547,0,4
2024-01-18,SKU-10062,SUP-218,279,716,1397,1397,12
2024-01-18,SKU-10063,SUP-240,2480,285,1278,0,14
2024-01-18,SKU-10064,SUP-239,1157,345,1490,0,14
2024-01-18,SKU-10065,SUP-223,2120,773,1778,0,5
2024-01-18,SKU-10066,SUP-236,864,731,1722,0,9
2024-01-18,SKU-10067,SUP-212,2371,370,1668,0,10
2024-01-18,SKU-10068,SUP-245,3073,380,1447,0,3
2024-01-18,SKU-10069,SUP-204,528,414,1079,0,10
2024-01-18,SKU-10070,SUP-202,1249,360,954,0,9
2024-01-18,SKU-10071,SUP-242,2805,228,1266,0,14
2024-01-18,SKU-10072,SUP-214,187,423,856,856,14
2024-01-18,SKU-10073,SUP-249,809,797,1077,0,4
2024-01-18,SKU-10074,SUP-218,487,484,596,0,12
2024-01-18,SKU-10075,SUP-205,2289,252,1697,0,9
2024-01-18,SKU-10076,SUP-214,2833,589,544,0,10
2024-01-18,SKU-10077,SUP-206,1768,321,981,0,12
2024-01-18,SKU-10078,SUP-224,2913,699,573,0,13
2024-01-18,SKU-10079,SUP-217,2401,260,1577,0,13
2024-01-18,SKU-10080,SUP-229,537,369,1200,0,7
2024-01-18,SKU-10081,SUP-240,125,246,589,589,14
2024-01-18,SKU-10082,SUP-223,2264,468,1409,0,12
2024-01-18,SKU-10083,SUP-210,895,623,1332,0,7
2024-01-18,SKU-10084,SUP-223,1575,641,538,0,14
2024-01-18,SKU-10085,SUP-222,1826,365,1968,0,13
2024-01-18,SKU-10086,SUP-213,368,311,1213,0,5
2024-01-18,SKU-10087,SUP-242,2404,365,1937,0,11
2024-01-18,SKU-10088,SUP-217,2959,749,1381,0,11
2024-01-18,SKU-10089,SUP-244,1878,259,1542,0,14
2024-01-18,SKU-10090,SUP-243,235,523,1540,1540,10
2024-01-18,SKU-10091,SUP-241,2809,655,1040,0,8
2024-01-18,SKU-10092,SUP-204,1027,577,1378,0,11
2024-01-18,SKU-10093,SUP-238,986,629,1019,0,8
2024-01-18,SKU-10094,SUP-240,1536,391,934,0,11
2024-01-18,SKU-10095,SUP-210,2201,360,1781,0,11
2024-01-18,SKU-10096,SUP-234,1640,574,1532,0,5
2024-01-18,SKU-10097,SUP-246,187,209,1361,1361,9
2024-01-18,SKU-10098,SUP-215,343,774,1527,1527,14
2024-01-18,SKU-10099,SUP-210,2486,786,983,0,11
2024-01-18,SKU-10100,SUP-229,346,453,1334,1334,9
2024-01-18,SKU-10101,SUP-224,1910,668,992,0,10
2024-01-18,SKU-10102,SUP-217,94,272,1099,1099,6
2024-01-18,SKU-10103,SUP-240,2394,774,829,0,5
2024-01-18,SKU-10104,SUP-244,322,463,1822,1822,5
2024-01-18,SKU-10105,SUP-235,2382,663,1218,0,4
2024-01-18,SKU-10106,SUP-214,2554,368,1820,0,3
2024-01-18,SKU-10107,SUP-243,2254,297,849,0,5
2024-01-18,SKU-10108,SUP-220,3107,618,1527,0,6
2024-01-18,SKU-10109,SUP-249,2563,594,1055,0,9
2024-01-18,SKU-10110,SUP-249,1860,615,1313,0,9
2024-01-18,SKU-10111,SUP-203,2254,545,1621,0,8
2024-01-18,SKU-10112,SUP-214,2183,569,1965,0,10
2024-01-18,SKU-10113,SUP-202,2497,342,1206,0,4
2024-01-18,SKU-10114,SUP-220,2033,292,1820,0,10
2024-01-18,SKU-10115,SUP-225,1924,457,1021,0,13
2024-01-18,SKU-10116,SUP-217,1478,443,522,0,4
2024-01-18,SKU-10117,SUP-204,2665,643,768,0,7
2024-01-18,SKU-10118,SUP-213,2175,319,1480,0,3
2024-01-18,SKU-10119,SUP-236,2042,335,1600,0,4
2024-01-18,SKU-10120,SUP-245,1002,200,576,0,3
2024-01-18,SKU-10121,SUP-220,1666,347,1073,0,12
2024-01-18,SKU-10122,SUP-213,1890,361,1813,0,7
2024-01-18,SKU-10123,SUP-241,2442,796,907,0,11
2024-01-18,SKU-10124,SUP-231,1472,235,1787,0,4
2024-01-18,SKU-10125,SUP-225,2820,642,1686,0,8
2024-01-18,SKU-10126,SUP-241,2246,300,1006,0,5
2024-01-18,SKU-10127,SUP-229,2470,496,987,0,9
2024-01-18,SKU-10128,SUP-209,2707,792,1430,0,5
2024-01-18,SKU-10129,SUP-216,2439,292,932,0,13
2024-01-18,SKU-10130,SUP-208,191,300,1198,1198,8
2024-01-18,SKU-10131,SUP-215,2426,411,1962,0,3
2024-01-18,SKU-10132,SUP-247,883,310,1340,0,13
2024-01-18,SKU-10133,SUP-235,1923,360,913,0,7
2024-01-18,SKU-10134,SUP-234,2990,771,704,0,13
2024-01-18,SKU-10135,SUP-216,663,649,561,0,7
2024-01-18,SKU-10136,SUP-247,1545,771,585,0,10
2024-01-18,SKU-10137,SUP-237,1150,718,1025,0,4
2024-01-18,SKU-10138,SUP-227,2992,233,1294,0,8
2024-01-18,SKU-10139,SUP-237,1164,779,1603,0,8
2024-01-18,SKU-10140,SUP-225,2219,283,1106,0,6
2024-01-18,SKU-10141,SUP-223,2458,379,1833,0,11
2024-01-18,SKU-10142,SUP-214,2681,478,1315,0,3
2024-01-18,SKU-10143,SUP-208,367,240,546,0,6
2024-01-18,SKU-10144,SUP-232,220,768,1073,1073,8
2024-01-18,SKU-10145,SUP-231,627,352,1778,0,11
2024-01-18,SKU-10146,SUP-205,1614,791,675,0,13
2024-01-18,SKU-10147,SUP-248,2835,448,1558,0,3
2024-01-18,SKU-10148,SUP-203,1045,273,1167,0,9
2024-01-18,SKU-10149,SUP-207,453,478,1554,1554,9
2024-01-18,SKU-10150,SUP-209,634,377,828,0,13
2024-01-18,SKU-10151,SUP-240,805,794,1437,0,6
2024-01-18,SKU-10152,SUP-210,2204,496,1992,0,9
2024-01-18,SKU-10153,SUP-243,1597,434,1408,0,9
2024-01-18,SKU-10154,SUP-227,1298,619,1152,0,10
2024-01-18,SKU-10155,SUP-238,2925,312,1439,0,5
2024-01-18,SKU-10156,SUP-204,2277,735,531,0,3
2024-01-18,SKU-10157,SUP-224,2459,640,1223,0,14
2024-01-18,SKU-10158,SUP-224,87,507,803,803,9
2024-01-18,SKU-10159,SUP-238,727,585,1244,0,7
2024-01-18,SKU-10160,SUP-229,64,249,1168,1168,12
2024-01-18,SKU-10161,SUP-233,2899,798,1849,0,14
2024-01-18,SKU-10162,SUP-216,1892,667,1807,0,8
2024-01-18,SKU-10163,SUP-235,2378,317,766,0,3
2024-01-18,SKU-10164,SUP-200,3051,747,1708,0,8
2024-01-18,SKU-10165,SUP-243,2887,609,1238,0,14
2024-01-18,SKU-10166,SUP-246,212,689,761,761,14
2024-01-18,SKU-10167,SUP-207,456,642,1378,1378,14
2024-01-18,SKU-10168,SUP-243,2164,636,1013,0,3
2024-01-18,SKU-10169,SUP-234,762,414,1842,0,14
2024-01-18,SKU-10170,SUP-248,3153,256,1058,0,4
2024-01-18,SKU-10171,SUP-217,2395,379,676,0,9
2024-01-18,SKU-10172,SUP-249,2670,774,767,0,3
2024-01-18,SKU-10173,SUP-241,2581,469,1523,0,3
2024-01-18,SKU-10174,SUP-221,1376,476,1731,0,5
2024-01-18,SKU-10175,SUP-207,1646,737,1017,0,4
2024-01-18,SKU-10176,SUP-218,1169,624,1324,0,4
2024-01-18,SKU-10177,SUP-227,1160,479,1866,0,13
2024-01-18,SKU-10178,SUP-210,2274,232,596,0,9
2024-01-18,SKU-10179,SUP-229,995,492,1416,0,12
2024-01-18,SKU-10180,SUP-200,139,455,1787,1787,7
2024-01-18,SKU-10181,SUP-246,2806,470,1241,0,10
2024-01-18,SKU-10182,SUP-246,2738,752,1149,0,9
2024-01-18,SKU-10183,SUP-216,998,774,843,0,12
2024-01-18,SKU-10184,SUP-232,1639,655,1946,0,14
2024-01-18,SKU-10185,SUP-248,204,562,1933,1933,14
2024-01-18,SKU-10186,SUP-211,1652,708,1367,0,8
2024-01-18,SKU-10187,SUP-232,769,224,736,0,3
2024-01-18,SKU-10188,SUP-206,185,484,1528,1528,13
2024-01-18,SKU-10189,SUP-240,778,744,1509,0,3
2024-01-18,SKU-10190,SUP-219,2418,416,1272,0,10
2024-01-18,SKU-10191,SUP-240,1282,453,1376,0,4
2024-01-18,SKU-10192,SUP-232,2882,363,1148,0,9
2024-01-18,SKU-10193,SUP-238,148,703,1947,1947,10
2024-01-18,SKU-10194,SUP-212,961,753,1758,0,5
2024-01-18,SKU-10195,SUP-209,821,579,1583,0,6
2024-01-18,SKU-10196,SUP-223,1325,776,1909,0,8
2024-01-18,SKU-10197,SUP-248,2954,345,865,0,4
2024-01-18,SKU-10198,SUP-210,347,735,1236,1236,7
2024-01-18,SKU-10199,SUP-234,2184,628,1558,0,12
2024-01-18,SKU-10200,SUP-249,1452,465,1966,0,4
2024-01-18,SKU-10201,SUP-233,2997,308,1701,0,11
2024-01-18,SKU-10202,SUP-200,2102,356,729,0,6
2024-01-18,SKU-10203,SUP-238,1398,520,1650,0,14
2024-01-18,SKU-10204,SUP-220,3041,740,1702,0,6
2024-01-18,SKU-10205,SUP-231,2917,487,1788,0,5
2024-01-18,SKU-10206,SUP-201,1469,736,1668,0,10
2024-01-18,SKU-10207,SUP-207,1406,328,1013,0,12
2024-01-18,SKU-10208,SUP-223,347,610,1920,1920,13
2024-01-18,SKU-10209,SUP-219,1508,292,1625,0,4
2024-01-18,SKU-10210,SUP-215,356,620,1887,1887,5
2024-01-18,SKU-10211,SUP-203,1813,522,951,0,13
2024-01-18,SKU-10212,SUP-215,1064,490,1285,0,8
2024-01-18,SKU-10213,SUP-236,1225,399,1394,0,6
2024-01-18,SKU-10214,SUP-205,1667,281,1827,0,7
2024-01-18,SKU-10215,SUP-205,2052,679,1227,0,14
2024-01-18,SKU-10216,SUP-246,2702,725,538,0,9
2024-01-18,SKU-10217,SUP-231,2370,552,810,0,8
2024-01-18,SKU-10218,SUP-204,47,780,651,651,12
2024-01-18,SKU-10219,SUP-248,2370,656,1252,0,5
2024-01-18,SKU-10220,SUP-234,1625,317,1917,0,3
2024-01-18,SKU-10221,SUP-249,2195,204,1857,0,6
2024-01-18,SKU-10222,SUP-208,621,210,568,0,8
2024-01-18,SKU-10223,SUP-208,1086,401,765,0,14
2024-01-18,SKU-10224,SUP-242,2382,490,1846,0,3
2024-01-18,SKU-10225,SUP-230,1972,397,1388,0,11
2024-01-18,SKU-10226,SUP-235,2066,483,1306,0,8
2024-01-18,SKU-10227,SUP-210,1078,641,1128,0,10
2024-01-18,SKU-10228,SUP-216,2615,653,1426,0,4
2024-01-18,SKU-10229,SUP-233,915,259,867,0,13
2024-01-18,SKU-10230,SUP-238,1055,514,1056,0,12
2024-01-18,SKU-10231,SUP-227,1720,649,894,0,10
2024-01-18,SKU-10232,SUP-213,2340,587,1243,0,13
2024-01-18,SKU-10233,SUP-234,2702,415,776,0,4
2024-01-18,SKU-10234,SUP-248,227,737,717,717,14
2024-01-18,SKU-10235,SUP-246,592,276,1098,0,12
2024-01-18,SKU-10236,SUP-244,1390,424,1881,0,8
2024-01-18,SKU-10237,SUP-212,2689,670,787,0,10
2024-01-18,SKU-10238,SUP-245,1471,326,539,0,10
2024-01-18,SKU-10239,SUP-219,1860,446,1770,0,10
2024-01-18,SKU-10240,SUP-225,2175,209,1691,0,10
2024-01-18,SKU-10241,SUP-242,1965,217,839,0,11
2024-01-18,SKU-10242,SUP-241,1694,484,1033,0,13
2024-01-18,SKU-10243,SUP-223,815,251,1590,0,7
2024-01-18,SKU-10244,SUP-228,2458,614,1646,0,12
2024-01-18,SKU-10245,SUP-233,2193,685,1722,0,8
2024-01-18,SKU-10246,SUP-228,1497,756,1885,0,12
2024-01-18,SKU-10247,SUP-207,2235,483,1221,0,10
2024-01-18,SKU-10248,SUP-215,1927,481,1156,0,10
2024-01-18,SKU-10249,SUP-214,669,229,873,0,8
2024-01-18,SKU-10250,SUP-204,1713,645,1510,0,12
2024-01-18,SKU-10251,SUP-221,679,255,631,0,12
2024-01-18,SKU-10252,SUP-201,2463,464,1057,0,10
2024-01-18,SKU-10253,SUP-237,2035,778,1636,0,5
2024-01-18,SKU-10254,SUP-235,2375,484,1631,0,11
2024-01-18,SKU-10255,SUP-214,1472,691,1994,0,6
2024-01-18,SKU-10256,SUP-237,342,231,1890,0,14
2024-01-18,SKU-10257,SUP-214,770,567,1261,0,11
2024-01-18,SKU-10258,SUP-200,2470,729,501,0,3
2024-01-18,SKU-10259,SUP-204,854,415,663,0,13
2024-01-18,SKU-10260,SUP-245,2832,420,1054,0,12
2024-01-18,SKU-10261,SUP-240,2939,482,1594,0,7
2024-01-18,SKU-10262,SUP-203,1575,644,1724,0,4
2024-01-18,SKU-10263,SUP-214,1511,792,1265,0,3
2024-01-18,SKU-10264,SUP-204,2832,301,1500,0,12
2024-01-18,SKU-10265,SUP-202,924,298,887,0,3
2024-01-18,SKU-10266,SUP-221,1381,652,819,0,4
2024-01-18,SKU-10267,SUP-204,904,278,1242,0,7
2024-01-18,SKU-10268,SUP-232,1794,478,1281,0,8
2024-01-18,SKU-10269,SUP-215,2083,424,1027,0,6
2024-01-18,SKU-10270,SUP-217,249,681,594,594,11
2024-01-18,SKU-10271,SUP-242,1301,517,832,0,4
2024-01-18,SKU-10272,SUP-231,658,299,869,0,3
2024-01-18,SKU-10273,SUP-213,1117,786,1473,0,12
2024-01-18,SKU-10274,SUP-234,1963,642,1190,0,10
2024-01-18,SKU-10275,SUP-208,2752,693,1745,0,7
2024-01-18,SKU-10276,SUP-246,1171,386,1041,0,5
2024-01-18,SKU-10277,SUP-236,959,611,1944,0,11
2024-01-18,SKU-10278,SUP-236,2907,309,784,0,5
2024-01-18,SKU-10279,SUP-230,822,768,1452,0,12
2024-01-18,SKU-10280,SUP-215,2845,397,988,0,10
2024-01-18,SKU-10281,SUP-230,2178,253,1003,0,11
2024-01-18,SKU-10282,SUP-226,194,619,1871,1871,6
2024-01-18,SKU-10283,SUP-212,955,551,1898,0,11
2024-01-18,SKU-10284,SUP-206,1381,588,786,0,4
2024-01-18,SKU-10285,SUP-206,1841,440,711,0,13
2024-01-18,SKU-10286,SUP-242,2769,708,776,0,11
2024-01-18,SKU-10287,SUP-227,2818,559,1166,0,10
2024-01-18,SKU-10288,SUP-222,3017,228,1094,0,12
2024-01-18,SKU-10289,SUP-227,1037,703,603,0,5
2024-01-18,SKU-10290,SUP-226,370,289,832,0,11
2024-01-18,SKU-10291,SUP-229,349,388,1340,1340,10
2024-01-18,SKU-10292,SUP-246,1407,797,1516,0,11
2024-01-18,SKU-10293,SUP-203,340,497,1678,1678,12
2024-01-18,SKU-10294,SUP-243,1310,681,1212,0,4
2024-01-18,SKU-10295,SUP-241,2970,566,1270,0,4
2024-01-18,SKU-10296,SUP-241,1229,592,848,0,8
2024-01-18,SKU-10297,SUP-206,1309,340,854,0,13
2024-01-18,SKU-10298,SUP-203,2025,268,1081,0,11
2024-01-18,SKU-10299,SUP-225,908,618,1102,0,10
2024-01-18,SKU-10300,SUP-246,1494,356,1611,0,6
2024-01-18,SKU-10301,SUP-221,980,465,583,0,6
2024-01-18,SKU-10302,SUP-206,750,254,1664,0,12
2024-01-18,SKU-10303,SUP-215,1013,225,934,0,7
2024-01-18,SKU-10304,SUP-212,45,570,1150,1150,10
2024-01-18,SKU-10305,SUP-212,2641,209,1996,0,13
2024-01-18,SKU-10306,SUP-234,926,666,758,0,3
2024-01-18,SKU-10307,SUP-228,2137,486,530,0,11
2024-01-18,SKU-10308,SUP-208,747,323,1421,0,4
2024-01-18,SKU-10309,SUP-227,3055,679,1273,0,9
2024-01-18,SKU-10310,SUP-211,2101,276,1706,0,6
2024-01-18,SKU-10311,SUP-217,2078,356,1623,0,14
2024-01-18,SKU-10312,SUP-229,1795,309,1793,0,12
2024-01-18,SKU-10313,SUP-215,1847,706,1339,0,9
2024-01-18,SKU-10314,SUP-204,1903,549,646,0,6
2024-01-18,SKU-10315,SUP-228,439,720,1204,1204,5
2024-01-18,SKU-10316,SUP-235,1287,519,786,0,10
2024-01-18,SKU-10317,SUP-206,1550,551,1528,0,14
2024-01-18,SKU-10318,SUP-203,2460,700,1628,0,6
2024-01-18,SKU-10319,SUP-241,2281,232,521,0,5
2024-01-18,SKU-10320,SUP-234,0,641,1061,1061,8
2024-01-18,SKU-10321,SUP-200,2137,384,888,0,9
2024-01-18,SKU-10322,SUP-205,1513,478,663,0,6
2024-01-18,SKU-10323,SUP-248,1148,799,1967,0,11
2024-01-18,SKU-10324,SUP-215,1861,596,817,0,5
2024-01-18,SKU-10325,SUP-210,958,589,878,0,11
2024-01-18,SKU-10326,SUP-226,3068,633,1255,0,9
2024-01-18,SKU-10327,SUP-231,1472,798,1769,0,7
2024-01-18,SKU-10328,SUP-230,246,318,1877,1877,6
2024-01-18,SKU-10329,SUP-213,2325,513,1050,0,4
2024-01-18,SKU-10330,SUP-225,2716,208,1882,0,11
2024-01-18,SKU-10331,SUP-203,2465,793,1429,0,7
2024-01-18,SKU-10332,SUP-210,2250,656,635,0,12
2024-01-18,SKU-10333,SUP-224,1073,247,1111,0,4
2024-01-18,SKU-10334,SUP-200,2381,363,978,0,10
2024-01-18,SKU-10335,SUP-224,2696,696,753,0,11
2024-01-18,SKU-10336,SUP-216,2790,570,1075,0,5
2024-01-18,SKU-10337,SUP-229,656,238,852,0,12
2024-01-18,SKU-10338,SUP-218,631,339,751,0,5
2024-01-18,SKU-10339,SUP-227,321,274,1397,0,11
2024-01-18,SKU-10340,SUP-244,569,519,1069,0,5
2024-01-18,SKU-10341,SUP-246,1049,388,949,0,8
2024-01-18,SKU-10342,SUP-235,2433,520,1069,0,11
2024-01-18,SKU-10343,SUP-242,2043,696,1736,0,5
2024-01-18,SKU-10344,SUP-245,571,689,884,884,7
2024-01-18,SKU-10345,SUP-231,1513,756,1586,0,8
2024-01-18,SKU-10346,SUP-209,3000,265,1642,0,12
2024-01-18,SKU-10347,SUP-212,2249,489,527,0,3
2024-01-18,SKU-10348,SUP-218,2655,638,702,0,11
2024-01-18,SKU-10349,SUP-213,1089,500,937,0,13
2024-01-18,SKU-10350,SUP-203,888,302,609,0,6
2024-01-18,SKU-10351,SUP-237,735,292,1300,0,8
2024-01-18,SKU-10352,SUP-247,1842,706,676,0,9
2024-01-18,SKU-10353,SUP-234,1967,271,988,0,11
2024-01-18,SKU-10354,SUP-203,1334,617,1253,0,8
2024-01-18,SKU-10355,SUP-247,1266,318,1211,0,8
2024-01-18,SKU-10356,SUP-220,2262,257,616,0,11
2024-01-18,SKU-10357,SUP-203,943,278,1058,0,8
2024-01-18,SKU-10358,SUP-203,1822,307,1298,0,14
2024-01-18,SKU-10359,SUP-237,39,365,1354,1354,12
2024-01-18,SKU-10360,SUP-230,1615,582,1284,0,9
2024-01-18,SKU-10361,SUP-232,2063,438,607,0,7
2024-01-18,SKU-10362,SUP-233,815,629,1871,0,13
2024-01-18,SKU-10363,SUP-210,2112,605,1451,0,12
2024-01-18,SKU-10364,SUP-203,1323,761,859,0,14
2024-01-18,SKU-10365,SUP-232,1343,292,1653,0,6
2024-01-18,SKU-10366,SUP-205,1530,413,829,0,14
2024-01-18,SKU-10367,SUP-211,204,297,1626,1626,11
2024-01-18,SKU-10368,SUP-204,1395,551,966,0,8
2024-01-18,SKU-10369,SUP-238,2060,457,561,0,4
2024-01-18,SKU-10370,SUP-204,1565,241,1896,0,7
2024-01-18,SKU-10371,SUP-243,1447,578,1415,0,10
2024-01-18,SKU-10372,SUP-215,2823,503,534,0,10
2024-01-18,SKU-10373,SUP-225,1092,692,990,0,7
2024-01-18,SKU-10374,SUP-207,2296,714,1836,0,12
2024-01-18,SKU-10375,SUP-236,2080,712,829,0,14
2024-01-18,SKU-10376,SUP-215,2065,209,626,0,11
2024-01-18,SKU-10377,SUP-237,790,686,941,0,7
2024-01-18,SKU-10378,SUP-238,1756,202,825,0,8
2024-01-18,SKU-10379,SUP-202,530,572,968,968,10
2024-01-18,SKU-10380,SUP-239,1261,445,569,0,3
2024-01-18,SKU-10381,SUP-205,2713,456,1106,0,9
2024-01-18,SKU-10382,SUP-226,939,693,561,0,5
2024-01-18,SKU-10383,SUP-242,1935,279,984,0,8
2024-01-18,SKU-10384,SUP-237,659,716,760,760,11
2024-01-18,SKU-10385,SUP-236,2291,483,1570,0,7
2024-01-18,SKU-10386,SUP-233,1362,798,1153,0,13
2024-01-18,SKU-10387,SUP-220,870,207,1560,0,8
2024-01-18,SKU-10388,SUP-216,47,465,1590,1590,9
2024-01-18,SKU-10389,SUP-213,133,756,1145,1145,8
2024-01-18,SKU-10390,SUP-242,1936,420,1716,0,10
2024-01-18,SKU-10391,SUP-245,3124,297,775,0,14
2024-01-18,SKU-10392,SUP-220,1305,632,508,0,7
2024-01-18,SKU-10393,SUP-215,2552,231,1351,0,3
2024-01-18,SKU-10394,SUP-216,2571,241,551,0,14
2024-01-18,SKU-10395,SUP-225,2150,690,1650,0,11
2024-01-18,SKU-10396,SUP-208,2003,543,1090,0,9
2024-01-18,SKU-10397,SUP-242,3033,227,1552,0,4
2024-01-18,SKU-10398,SUP-241,663,679,571,571,13
2024-01-18,SKU-10399,SUP-219,2271,596,731,0,13
2024-01-18,SKU-10400,SUP-229,337,245,1748,0,10
2024-01-18,SKU-10401,SUP-220,1772,480,737,0,11
2024-01-18,SKU-10402,SUP-248,1319,298,1226,0,10
2024-01-18,SKU-10403,SUP-204,1046,223,1886,0,8
2024-01-18,SKU-10404,SUP-200,2532,427,627,0,7
2024-01-18,SKU-10405,SUP-229,1933,524,1158,0,12
2024-01-18,SKU-10406,SUP-239,1560,201,1960,0,5
2024-01-18,SKU-10407,SUP-236,1624,234,1168,0,14
2024-01-18,SKU-10408,SUP-206,2522,535,1956,0,10
2024-01-18,SKU-10409,SUP-204,2622,678,897,0,5
2024-01-18,SKU-10410,SUP-234,1950,479,1875,0,7
2024-01-18,SKU-10411,SUP-213,1373,384,1414,0,4
2024-01-18,SKU-10412,SUP-232,1825,291,1691,0,4
2024-01-18,SKU-10413,SUP-216,3018,508,1652,0,3
2024-01-18,SKU-10414,SUP-208,2868,487,1472,0,7
2024-01-18,SKU-10415,SUP-222,1022,539,1518,0,14
2024-01-18,SKU-10416,SUP-204,282,363,1914,1914,3
2024-01-18,SKU-10417,SUP-215,2286,283,1112,0,13
2024-01-18,SKU-10418,SUP-223,259,498,1347,1347,5
2024-01-18,SKU-10419,SUP-218,2338,221,1717,0,4
2024-01-18,SKU-10420,SUP-210,2135,473,1907,0,5
2024-01-18,SKU-10421,SUP-228,1821,738,658,0,14
2024-01-18,SKU-10422,SUP-234,1814,638,1902,0,6
2024-01-18,SKU-10423,SUP-245,699,769,646,646,9
2024-01-18,SKU-10424,SUP-219,1004,593,1705,0,13
2024-01-18,SKU-10425,SUP-239,758,602,1004,0,6
2024-01-18,SKU-10426,SUP-241,1853,216,1374,0,12
2024-01-18,SKU-10427,SUP-233,278,500,1508,1508,6
2024-01-18,SKU-10428,SUP-200,434,318,1195,0,14
2024-01-18,SKU-10429,SUP-242,2879,517,620,0,12
2024-01-18,SKU-10430,SUP-235,1920,483,890,0,7
2024-01-18,SKU-10431,SUP-219,2972,691,1257,0,4
2024-01-18,SKU-10432,SUP-242,2756,387,903,0,12
2024-01-18,SKU-10433,SUP-206,2719,353,702,0,11
2024-01-18,SKU-10434,SUP-208,2720,200,1265,0,9
2024-01-18,SKU-10435,SUP-216,905,477,1717,0,3
2024-01-18,SKU-10436,SUP-207,2988,633,919,0,6
2024-01-18,SKU-10437,SUP-206,1698,309,1399,0,6
2024-01-18,SKU-10438,SUP-247,405,751,1303,1303,5
2024-01-18,SKU-10439,SUP-235,1813,230,1697,0,3
